time,o2,temp,pressure,volume,event
0,8.534,22.0,101.3,0.95,
5,8.5343,22.0,101.3,0.95,
10,8.535,22.0,101.3,0.95,
15,8.5387,22.0,101.3,0.95,
20,8.5358,22.0,101.3,0.95,
25,8.5308,22.0,101.3,0.95,
30,8.5386,22.0,101.3,0.95,
35,8.5366,22.0,101.31,0.95,
40,8.5373,22.01,101.31,0.95,
45,8.5391,22.01,101.31,0.95,
50,8.54,22.01,101.31,0.95,
55,8.5442,22.01,101.31,0.95,
60,8.5426,22.01,101.31,0.95,
65,8.5402,22.01,101.31,0.95,
70,8.5367,22.01,101.31,0.95,
75,8.5354,22.01,101.31,0.95,
80,8.5403,22.01,101.31,0.95,
85,8.5444,22.01,101.31,0.95,
90,8.5391,22.01,101.31,0.95,
95,8.5384,22.01,101.32,0.95,
100,8.5408,22.01,101.32,0.95,
105,8.5327,22.01,101.32,0.95,
110,8.5371,22.02,101.32,0.95,
115,8.5401,22.02,101.32,0.95,
120,8.5415,22.02,101.32,0.95,
125,8.5369,22.02,101.32,0.95,
130,8.5392,22.02,101.32,0.95,
135,8.5385,22.02,101.32,0.95,
140,8.5405,22.02,101.32,0.95,
145,8.5327,22.02,101.32,0.95,
150,8.5393,22.02,101.32,0.95,
155,8.5308,22.02,101.33,0.95,
160,8.5262,22.02,101.33,0.95,
165,8.5341,22.02,101.33,0.95,
170,8.5327,22.02,101.33,0.95,
175,8.5397,22.02,101.33,0.95,
180,8.5387,22.03,101.33,0.95,
185,8.531,22.03,101.33,0.95,
190,8.5391,22.03,101.33,0.95,
195,8.5315,22.03,101.33,0.95,
200,8.535,22.03,101.33,0.95,
205,8.5341,22.03,101.33,0.95,
210,8.5355,22.03,101.33,0.95,
215,8.5382,22.03,101.34,0.95,
220,8.5373,22.03,101.34,0.95,
225,8.536,22.03,101.34,0.95,
230,8.537,22.03,101.34,0.95,
235,8.5362,22.03,101.34,0.95,
240,8.5316,22.03,101.34,0.95,
245,8.5311,22.03,101.34,0.95,
250,8.5319,22.03,101.34,0.95,
255,8.5356,22.04,101.34,0.95,
260,8.5325,22.04,101.34,0.95,
265,8.5427,22.04,101.34,0.95,
270,8.5299,22.04,101.34,0.95,
275,8.5286,22.04,101.35,0.95,
280,8.5359,22.04,101.35,0.95,
285,8.5384,22.04,101.35,0.95,
290,8.5345,22.04,101.35,0.95,
295,8.5357,22.04,101.35,0.95,
300,8.5379,22.04,101.35,0.95,
305,8.5317,22.04,101.35,0.95,
310,8.5262,22.04,101.35,0.95,
315,8.5296,22.04,101.35,0.95,
320,8.5354,22.04,101.35,0.95,
325,8.5256,22.04,101.35,0.95,
330,8.5314,22.05,101.35,0.95,
335,8.5321,22.05,101.35,0.95,
340,8.5297,22.05,101.36,0.95,
345,8.5337,22.05,101.36,0.95,
350,8.533,22.05,101.36,0.95,
355,8.5398,22.05,101.36,0.95,
360,8.5328,22.05,101.36,0.95,
365,8.5277,22.05,101.36,0.95,
370,8.5278,22.05,101.36,0.95,
375,8.5265,22.05,101.36,0.95,
380,8.5335,22.05,101.36,0.95,
385,8.5273,22.05,101.36,0.95,
390,8.5291,22.05,101.36,0.95,
395,8.5323,22.05,101.36,0.95,
400,8.5262,22.05,101.36,0.95,
405,8.5278,22.05,101.37,0.95,
410,8.5214,22.06,101.37,0.95,
415,8.5243,22.06,101.37,0.95,
420,8.5262,22.06,101.37,0.95,
425,8.53,22.06,101.37,0.95,
430,8.533,22.06,101.37,0.95,
435,8.528,22.06,101.37,0.95,
440,8.5289,22.06,101.37,0.95,
445,8.5284,22.06,101.37,0.95,
450,8.5319,22.06,101.37,0.95,
455,8.531,22.06,101.37,0.95,
460,8.5284,22.06,101.37,0.95,
465,8.5231,22.06,101.37,0.95,
470,8.5306,22.06,101.37,0.95,
475,8.5284,22.06,101.38,0.95,
480,8.5316,22.06,101.38,0.95,
485,8.5264,22.06,101.38,0.95,
490,8.5342,22.06,101.38,0.95,
495,8.5248,22.06,101.38,0.95,
500,8.5325,22.07,101.38,0.95,
505,8.5264,22.07,101.38,0.95,
510,8.5238,22.07,101.38,0.95,
515,8.5212,22.07,101.38,0.95,
520,8.5249,22.07,101.38,0.95,
525,8.5311,22.07,101.38,0.95,
530,8.5285,22.07,101.38,0.95,
535,8.5279,22.07,101.38,0.95,
540,8.5155,22.07,101.38,0.95,
545,8.5277,22.07,101.39,0.95,
550,8.5269,22.07,101.39,0.95,
